AIANHH,STATE,COUNTY,COUSUBCE,RT,CODE,POP,VAPOP,VACIT,VACLANG,VACLEP,ILLIT,CILLIT,LEPPCT,ILLRAT,FENG5I,FENG10I,NAME1,STABRV,NAME21,RACEGP
0000,48,283,000,2,,4535,3055,2975,2770,1170,335,470,2892,2863,*,,La Salle County,TX,,SPANISH/HISPANIC/LATINO
0000,48,285,000,1,,19210,14575,14300,1985,500,55,385,350,1100,,,Lavaca County,TX,,TOTAL PERSONS
0000,48,285,000,2,,2190,1395,1130,730,220,30,75,154,1364,+,,Lavaca County,TX,,SPANISH/HISPANIC/LATINO
0000,48,287,000,1,,15655,11150,10535,1695,415,70,215,394,1687,,,Lee County,TX,,TOTAL PERSONS
0000,48,287,000,2,,2860,1605,1000,775,235,60,75,223,2553,+,,Lee County,TX,,SPANISH/HISPANIC/LATINO
0000,48,289,000,1,,15335,11620,11215,490,110,20,240,098,1818,,,Leon County,TX,,TOTAL PERSONS
0000,48,289,000,2,,1205,700,345,265,80,20,40,071,2500,+,,Leon County,TX,,SPANISH/HISPANIC/LATINO
0000,48,291,000,1,,70155,50855,48575,3865,940,65,865,194,691,,,Liberty County,TX,,TOTAL PERSONS
0000,48,291,000,2,,7660,4905,2735,2185,605,55,105,125,909,+,,Liberty County,TX,,SPANISH/HISPANIC/LATINO
0000,48,293,000,1,,22050,16475,15645,1025,340,30,820,217,882,,,Limestone County,TX,,TOTAL PERSONS
0000,48,293,000,2,,2860,1825,1025,665,225,30,175,144,1333,+,,Limestone County,TX,,SPANISH/HISPANIC/LATINO
0000,48,295,000,1,,3055,2220,2020,165,60,15,40,297,2500,,,Lipscomb County,TX,,TOTAL PERSONS
0000,48,295,000,2,,585,330,140,115,55,15,25,272,2727,+,,Lipscomb County,TX,,SPANISH/HISPANIC/LATINO
0000,48,297,000,1,,12310,9560,9430,2945,860,240,430,912,2791,,,Live Oak County,TX,,TOTAL PERSONS
0000,48,297,000,2,,4670,3360,3250,2595,815,235,385,864,2883,*,,Live Oak County,TX,,SPANISH/HISPANIC/LATINO
0000,48,299,000,1,,17045,14335,14145,705,235,35,140,166,1489,,,Llano County,TX,,TOTAL PERSONS
0000,48,299,000,2,,,,,,,,,,,+,,Llano County,TX,,SPANISH/HISPANIC/LATINO
0000,48,301,000,1,,,,,,,,,,,,,Loving County,TX,,TOTAL PERSONS
0000,48,301,000,2,,,,,,,,,,,&,,Loving County,TX,,SPANISH/HISPANIC/LATINO
0000,48,303,000,1,,242630,180605,176605,38245,10445,2410,4460,591,2307,,,Lubbock County,TX,,TOTAL PERSONS
0000,48,303,000,2,,66570,42440,40815,33165,9285,2340,3295,526,2520,*,,Lubbock County,TX,,SPANISH/HISPANIC/LATINO
0000,48,305,000,1,,6550,4515,4315,1555,510,165,280,1182,3235,,,Lynn County,TX,,TOTAL PERSONS
0000,48,305,000,2,,2905,1820,1645,1480,495,165,250,1147,3333,*,,Lynn County,TX,,SPANISH/HISPANIC/LATINO
0000,48,307,000,1,,8205,6030,5890,1100,295,125,235,501,4237,,,McCulloch County,TX,,TOTAL PERSONS
0000,48,307,000,2,,2185,1360,1220,1015,275,125,180,467,4545,+,,McCulloch County,TX,,SPANISH/HISPANIC/LATINO
0000,48,309,000,1,,213515,156765,148755,16685,5020,745,2315,337,1484,,,McLennan County,TX,,TOTAL PERSONS
0000,48,309,000,2,,38280,23610,16845,11640,3830,700,1040,257,1828,+,,McLennan County,TX,,SPANISH/HISPANIC/LATINO
0000,48,311,000,1,,850,655,620,175,60,15,30,968,2500,,,McMullen County,TX,,TOTAL PERSONS
0000,48,311,000,2,,295,205,175,150,60,15,25,968,2500,*,,McMullen County,TX,,SPANISH/HISPANIC/LATINO
0000,48,313,000,1,,12940,10185,9825,1290,600,45,205,611,750,,,Madison County,TX,,TOTAL PERSONS
0000,48,313,000,2,,2045,1490,1150,1050,540,35,60,550,648,*,,Madison County,TX,,SPANISH/HISPANIC/LATINO
0000,48,315,000,1,,10940,8495,8450,255,30,0,205,036,000,,,Marion County,TX,,TOTAL PERSONS
0000,48,315,000,2,,,,,,,,,,,+,,Marion County,TX,,SPANISH/HISPANIC/LATINO
0000,48,317,000,1,,4745,3130,2940,960,365,130,195,1241,3562,,,Martin County,TX,,TOTAL PERSONS
0000,48,317,000,2,,1970,1110,980,870,320,130,165,1088,4063,*,,Martin County,TX,,SPANISH/HISPANIC/LATINO
0000,48,319,000,1,,3740,2900,2800,450,115,30,70,411,2609,,,Mason County,TX,,TOTAL PERSONS
0000,48,319,000,2,,795,505,405,295,85,30,50,304,3529,+,,Mason County,TX,,SPANISH/HISPANIC/LATINO
0000,48,321,000,1,,37955,26635,24535,5245,1600,460,785,652,2875,,,Matagorda County,TX,,TOTAL PERSONS
0000,48,321,000,2,,11880,7325,5500,4380,1385,440,615,564,3177,*,,Matagorda County,TX,,SPANISH/HISPANIC/LATINO
0000,48,323,000,1,,47295,29790,20375,18800,8795,1830,2440,4317,2081,,,Maverick County,TX,,TOTAL PERSONS
0000,48,323,000,2,,45090,28285,18965,18005,8530,1695,2255,4187,1987,*,,Maverick County,TX,,SPANISH/HISPANIC/LATINO
0000,48,325,000,1,,39305,27920,27165,10410,3160,700,1220,1163,2215,,,Medina County,TX,,TOTAL PERSONS
0000,48,325,000,2,,17880,11540,10905,9240,2920,685,1060,1075,2346,*,,Medina County,TX,,SPANISH/HISPANIC/LATINO
0000,48,327,000,1,,2360,1785,1725,450,145,65,100,841,4483,,,Menard County,TX,,TOTAL PERSONS
0000,48,327,000,2,,770,515,455,395,145,65,85,841,4483,*,,Menard County,TX,,SPANISH/HISPANIC/LATINO
0000,48,329,000,1,,116010,80970,76305,16255,4830,945,1775,633,1957,,,Midland County,TX,,TOTAL PERSONS
0000,48,329,000,2,,33555,20205,16205,13950,4290,910,1345,562,2121,*,,Midland County,TX,,SPANISH/HISPANIC/LATINO
0000,48,331,000,1,,24240,17610,16955,2310,495,135,425,292,2727,,,Milam County,TX,,TOTAL PERSONS
0000,48,331,000,2,,4600,2640,2035,1650,405,135,220,239,3333,+,,Milam County,TX,,SPANISH/HISPANIC/LATINO
0000,48,333,000,1,,5150,3830,3700,340,105,15,70,284,1429,,,Mills County,TX,,TOTAL PERSONS
0000,48,333,000,2,,645,380,260,215,80,15,25,216,1875,+,,Mills County,TX,,SPANISH/HISPANIC/LATINO
0000,48,335,000,1,,9700,7745,7605,1990,780,165,220,1026,2115,,,Mitchell County,TX,,TOTAL PERSONS
0000,48,335,000,2,,3040,2185,2090,1905,765,165,190,1006,2157,*,,Mitchell County,TX,,SPANISH/HISPANIC/LATINO
0000,48,337,000,1,,19115,14520,14200,475,130,20,165,092,1538,,,Montague County,TX,,TOTAL PERSONS
0000,48,337,000,2,,1050,560,295,165,55,10,25,039,1818,+,,Montague County,TX,,SPANISH/HISPANIC/LATINO
0000,48,339,000,1,,293770,207560,193235,16220,4215,470,1880,218,1115,,,Montgomery County,TX,,TOTAL PERSONS
0000,48,339,000,2,,37065,22955,12185,8770,2530,420,570,131,1660,+,,Montgomery County,TX,,SPANISH/HISPANIC/LATINO
0000,48,341,000,1,,20120,13360,10845,2760,1000,230,365,922,2300,,,Moore County,TX,,TOTAL PERSONS
0000,48,341,000,2,,9535,5405,2945,2560,940,225,285,867,2394,*,,Moore County,TX,,SPANISH/HISPANIC/LATINO
0000,48,343,000,1,,13050,9780,9675,265,105,25,185,109,2381,,,Morris County,TX,,TOTAL PERSONS
0000,48,343,000,2,,450,260,170,120,65,20,30,067,3077,+,,Morris County,TX,,SPANISH/HISPANIC/LATINO
0000,48,345,000,1,,1425,1085,1065,95,45,15,35,423,3333,,,Motley County,TX,,TOTAL PERSONS
0000,48,345,000,2,,195,115,100,85,45,15,20,423,3333,+,,Motley County,TX,,SPANISH/HISPANIC/LATINO
0000,48,347,000,1,,59205,45080,42790,2540,830,90,605,194,1084,,,Nacogdoches County,TX,,TOTAL PERSONS
0000,48,347,000,2,,6700,4175,2140,1330,535,85,180,125,1589,+,,Nacogdoches County,TX,,SPANISH/HISPANIC/LATINO
0000,48,349,000,1,,45125,32690,30070,2260,865,120,660,288,1387,,,Navarro County,TX,,TOTAL PERSONS
0000,48,349,000,2,,7170,4310,2010,1585,700,120,195,233,1714,+,,Navarro County,TX,,SPANISH/HISPANIC/LATINO
0000,48,351,000,1,,15070,11125,11080,360,80,4,240,072,500,,,Newton County,TX,,TOTAL PERSONS
0000,48,351,000,2,,,,,,,,,,,+,,Newton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,353,000,1,,15800,11530,11290,2615,740,265,435,655,3581,,,Nolan County,TX,,TOTAL PERSONS
0000,48,353,000,2,,4410,2820,2600,2295,625,245,350,554,3920,*,,Nolan County,TX,,SPANISH/HISPANIC/LATINO
0000,48,355,000,1,,313645,224760,214940,96355,28135,5460,8470,1309,1941,,,Nueces County,TX,,TOTAL PERSONS
0000,48,355,000,2,,174745,117245,109585,87965,26190,5345,7750,1218,2041,*,#,Nueces County,TX,,SPANISH/HISPANIC/LATINO
0000,48,357,000,1,,9005,6245,5255,715,255,55,110,485,2157,,,Ochiltree County,TX,,TOTAL PERSONS
0000,48,357,000,2,,2855,1680,740,580,195,55,70,371,2821,+,,Ochiltree County,TX,,SPANISH/HISPANIC/LATINO
0000,48,359,000,1,,2185,1415,1355,115,45,0,4,332,000,,,Oldham County,TX,,TOTAL PERSONS
0000,48,359,000,2,,,,,,,,,,,+,,Oldham County,TX,,SPANISH/HISPANIC/LATINO
0000,48,361,000,1,,84965,61820,61075,3215,945,165,915,155,1746,,,Orange County,TX,,TOTAL PERSONS
0000,48,361,000,2,,2980,1845,1475,690,255,55,70,042,2157,+,,Orange County,TX,,SPANISH/HISPANIC/LATINO
0000,48,363,000,1,,27025,20070,19375,1560,660,125,375,341,1894,,,Palo Pinto County,TX,,TOTAL PERSONS
0000,48,363,000,2,,3575,2105,1505,1120,535,105,125,276,1963,+,,Palo Pinto County,TX,,SPANISH/HISPANIC/LATINO
0000,48,365,000,1,,22755,16970,16630,440,135,20,235,081,1481,,,Panola County,TX,,TOTAL PERSONS
0000,48,365,000,2,,,,,,,,,,,+,,Panola County,TX,,SPANISH/HISPANIC/LATINO
0000,48,367,000,1,,88495,64095,62880,3500,985,140,555,157,1421,,,Parker County,TX,,TOTAL PERSONS
0000,48,367,000,2,,6165,3790,2960,2010,630,135,245,100,2143,+,,Parker County,TX,,SPANISH/HISPANIC/LATINO
0000,48,369,000,1,,10015,6710,5710,1895,695,220,315,1217,3165,,,Parmer County,TX,,TOTAL PERSONS
0000,48,369,000,2,,4990,2920,1945,1715,655,215,285,1147,3282,*,,Parmer County,TX,,SPANISH/HISPANIC/LATINO
0000,48,371,000,1,,16810,12175,10960,5640,2030,620,850,1852,3054,,,Pecos County,TX,,TOTAL PERSONS
0000,48,371,000,2,,10270,6915,5750,4930,1850,620,800,1688,3351,*,,Pecos County,TX,,SPANISH/HISPANIC/LATINO
0000,48,373,000,1,,41135,31805,30935,3050,870,40,390,281,460,,,Polk County,TX,,TOTAL PERSONS
0000,48,373,000,2,,3970,2640,1975,1450,510,40,70,165,784,+,,Polk County,TX,,SPANISH/HISPANIC/LATINO
0000,48,375,000,1,,113545,81790,76085,13975,4185,815,1670,550,1947,,,Potter County,TX,,TOTAL PERSONS
0000,48,375,000,2,,32000,19215,14685,11355,3260,615,970,428,1887,+,,Potter County,TX,,SPANISH/HISPANIC/LATINO
0000,48,377,000,1,,7305,4905,3265,2530,1005,295,395,3078,2935,,,Presidio County,TX,,TOTAL PERSONS
0000,48,377,000,2,,6190,4000,2405,2290,955,290,380,2925,3037,*,,Presidio County,TX,,SPANISH/HISPANIC/LATINO
0000,48,379,000,1,,9140,6960,6830,250,80,4,100,117,500,,,Rains County,TX,,TOTAL PERSONS
0000,48,379,000,2,,,,,,,,,,,+,,Rains County,TX,,SPANISH/HISPANIC/LATINO
0000,48,381,000,1,,104310,77310,75940,5625,1260,85,450,166,675,,,Randall County,TX,,TOTAL PERSONS
0000,48,381,000,2,,10720,6670,6225,3825,750,85,145,099,1133,+,,Randall County,TX,,SPANISH/HISPANIC/LATINO
0000,48,383,000,1,,3325,2190,1840,670,200,40,85,1087,2000,,,Reagan County,TX,,TOTAL PERSONS
0000,48,383,000,2,,1650,975,635,600,175,35,65,951,2000,*,,Reagan County,TX,,SPANISH/HISPANIC/LATINO
0000,48,385,000,1,,3045,2325,2270,435,125,35,80,551,2800,,,Real County,TX,,TOTAL PERSONS
0000,48,385,000,2,,660,445,395,345,110,35,45,485,3182,+,,Real County,TX,,SPANISH/HISPANIC/LATINO
0000,48,387,000,1,,14315,10890,10700,375,105,25,280,098,2381,,,Red River County,TX,,TOTAL PERSONS
0000,48,387,000,2,,730,435,265,185,70,25,35,065,3571,+,,Red River County,TX,,SPANISH/HISPANIC/LATINO
0000,48,389,000,1,,13135,9225,8225,5235,2175,615,845,2644,2828,,,Reeves County,TX,,TOTAL PERSONS
0000,48,389,000,2,,9670,6240,5270,4970,2110,615,820,2565,2915,*,,Reeves County,TX,,SPANISH/HISPANIC/LATINO
0000,48,391,000,1,,7830,5785,5675,1990,595,190,320,1048,3193,,,Refugio County,TX,,TOTAL PERSONS
0000,48,391,000,2,,3500,2400,2320,1800,540,190,280,952,3519,*,,Refugio County,TX,,SPANISH/HISPANIC/LATINO
0000,48,393,000,1,,885,665,665,10,4,0,4,060,000,,,Roberts County,TX,,TOTAL PERSONS
0000,48,393,000,2,,,,,,,,,,,+,,Roberts County,TX,,SPANISH/HISPANIC/LATINO
0000,48,395,000,1,,16000,11475,11210,1195,250,75,310,223,3000,,,Robertson County,TX,,TOTAL PERSONS
0000,48,395,000,2,,2330,1410,1165,865,190,65,140,169,3421,+,,Robertson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,397,000,1,,43080,30110,28430,2255,705,75,195,248,1064,,,Rockwall County,TX,,TOTAL PERSONS
0000,48,397,000,2,,4795,2970,1725,1245,490,65,95,172,1327,+,,Rockwall County,TX,,SPANISH/HISPANIC/LATINO
0000,48,399,000,1,,11495,8415,8130,1680,565,130,330,695,2301,,,Runnels County,TX,,TOTAL PERSONS
0000,48,399,000,2,,3380,2050,1765,1465,525,130,250,646,2476,*,,Runnels County,TX,,SPANISH/HISPANIC/LATINO
0000,48,401,000,1,,47370,35555,34325,1535,600,80,485,175,1333,,,Rusk County,TX,,TOTAL PERSONS
0000,48,401,000,2,,3935,2365,1225,835,425,80,135,124,1882,+,,Rusk County,TX,,SPANISH/HISPANIC/LATINO
0000,48,403,000,1,,10470,8260,8195,235,100,20,195,122,2000,,,Sabine County,TX,,TOTAL PERSONS
0000,48,403,000,2,,,,,,,,,,,+,,Sabine County,TX,,SPANISH/HISPANIC/LATINO
0000,48,405,000,1,,8945,6830,6730,190,60,20,215,089,3333,,,San Augustine County,TX,,TOTAL PERSONS
0000,48,405,000,2,,,,,,,,,,,+,,San Augustine County,TX,,SPANISH/HISPANIC/LATINO
0000,48,407,000,1,,22245,16585,16265,705,200,40,235,123,2000,,,San Jacinto County,TX,,TOTAL PERSONS
0000,48,407,000,2,,1000,590,345,210,110,40,45,068,3636,+,,San Jacinto County,TX,,SPANISH/HISPANIC/LATINO
0000,48,409,000,1,,67140,46350,45285,18735,6085,1705,2470,1344,2802,,,San Patricio County,TX,,TOTAL PERSONS
0000,48,409,000,2,,33165,21185,20360,17140,5740,1675,2265,1268,2918,*,,San Patricio County,TX,,SPANISH/HISPANIC/LATINO
0000,48,411,000,1,,6185,4460,4285,645,190,95,170,443,5000,,,San Saba County,TX,,TOTAL PERSONS
0000,48,411,000,2,,1340,785,635,550,175,95,135,408,5429,+,,San Saba County,TX,,SPANISH/HISPANIC/LATINO
0000,48,413,000,1,,2935,2120,1940,650,260,80,135,1340,3077,,,Schleicher County,TX,,TOTAL PERSONS
0000,48,413,000,2,,1280,795,610,565,230,80,105,1186,3478,*,,Schleicher County,TX,,SPANISH/HISPANIC/LATINO
0000,48,415,000,1,,16360,12260,11960,2600,715,245,460,598,3427,,,Scurry County,TX,,TOTAL PERSONS
0000,48,415,000,2,,4550,2935,2665,2325,660,235,385,552,3561,*,,Scurry County,TX,,SPANISH/HISPANIC/LATINO
0000,48,417,000,1,,3300,2410,2370,170,60,15,40,253,2500,,,Shackelford County,TX,,TOTAL PERSONS
0000,48,417,000,2,,270,155,125,110,45,15,20,190,3333,+,,Shackelford County,TX,,SPANISH/HISPANIC/LATINO
0000,48,419,000,1,,25225,18540,17475,790,275,55,370,157,2000,,,Shelby County,TX,,TOTAL PERSONS
0000,48,419,000,2,,2390,1455,445,320,160,55,90,092,3438,+,,Shelby County,TX,,SPANISH/HISPANIC/LATINO
0000,48,421,000,1,,3185,2200,1975,305,105,25,40,532,2381,,,Sherman County,TX,,TOTAL PERSONS
0000,48,421,000,2,,890,525,310,265,95,25,35,481,2632,+,,Sherman County,TX,,SPANISH/HISPANIC/LATINO
0000,48,423,000,1,,174705,128170,121440,7730,2620,410,1505,216,1565,,,Smith County,TX,,TOTAL PERSONS
0000,48,423,000,2,,19395,11280,5520,4225,1660,380,575,137,2289,+,,Smith County,TX,,SPANISH/HISPANIC/LATINO
0000,48,425,000,1,,6810,4885,4680,365,145,25,55,310,1724,,,Somervell County,TX,,TOTAL PERSONS
0000,48,425,000,2,,925,560,355,285,115,20,30,246,1739,+,,Somervell County,TX,,SPANISH/HISPANIC/LATINO
0000,48,427,000,1,,53595,33565,22600,20945,10170,2430,3225,4500,2389,,,Starr County,TX,,TOTAL PERSONS
0000,48,427,000,2,,52580,32760,21930,20595,10050,2420,3185,4447,2408,*,#,Starr County,TX,,SPANISH/HISPANIC/LATINO
0000,48,429,000,1,,9675,7315,6995,630,225,35,75,322,1556,,,Stephens County,TX,,TOTAL PERSONS
0000,48,429,000,2,,1370,805,550,425,170,25,35,243,1471,+,,Stephens County,TX,,SPANISH/HISPANIC/LATINO
0000,48,431,000,1,,1395,995,925,195,85,35,60,919,4118,,,Sterling County,TX,,TOTAL PERSONS
0000,48,431,000,2,,435,275,210,180,75,35,45,811,4667,*,,Sterling County,TX,,SPANISH/HISPANIC/LATINO
0000,48,433,000,1,,1695,1315,1290,135,25,10,30,194,4000,,,Stonewall County,TX,,TOTAL PERSONS
0000,48,433,000,2,,,,,,,,,,,+,,Stonewall County,TX,,SPANISH/HISPANIC/LATINO
0000,48,435,000,1,,4075,2905,2615,1150,410,120,160,1568,2927,,,Sutton County,TX,,TOTAL PERSONS
0000,48,435,000,2,,2110,1410,1130,1055,375,110,155,1434,2933,*,,Sutton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,437,000,1,,8380,6010,5780,1375,460,140,195,796,3043,,,Swisher County,TX,,TOTAL PERSONS
0000,48,437,000,2,,2965,1785,1560,1285,430,140,165,744,3256,*,,Swisher County,TX,,SPANISH/HISPANIC/LATINO
0000,48,439,000,1,,1446220,1040720,934060,126420,40825,4935,11455,437,1209,,,Tarrant County,TX,,TOTAL PERSONS
0000,48,439,000,2,,285340,179610,106105,77745,25350,4140,6425,271,1633,+,#,Tarrant County,TX,,SPANISH/HISPANIC/LATINO
0000,48,441,000,1,,126555,92915,90250,11485,2880,500,1430,319,1736,,,Taylor County,TX,,TOTAL PERSONS
0000,48,441,000,2,,22200,13565,12190,8830,2240,490,755,248,2188,+,,Taylor County,TX,,SPANISH/HISPANIC/LATINO
0000,48,443,000,1,,1080,795,725,380,95,20,35,1310,2105,,,Terrell County,TX,,TOTAL PERSONS
0000,48,443,000,2,,555,385,325,290,70,15,30,966,2143,*,,Terrell County,TX,,SPANISH/HISPANIC/LATINO
0000,48,445,000,1,,12760,9155,8720,3105,930,320,495,1067,3441,,,Terry County,TX,,TOTAL PERSONS
0000,48,445,000,2,,5615,3555,3215,2920,900,315,420,1032,3500,*,,Terry County,TX,,SPANISH/HISPANIC/LATINO
0000,48,447,000,1,,1850,1375,1350,80,20,4,20,148,2000,,,Throckmorton County,TX,,TOTAL PERSONS
0000,48,447,000,2,,,,,,,,,,,+,,Throckmorton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,449,000,1,,28120,19575,16800,2120,1105,315,550,658,2851,,,Titus County,TX,,TOTAL PERSONS
0000,48,449,000,2,,7985,4500,1790,1600,1005,300,360,598,2985,*,,Titus County,TX,,SPANISH/HISPANIC/LATINO
0000,48,451,000,1,,104010,76910,73940,17895,4920,910,1765,665,1850,,,Tom Green County,TX,,TOTAL PERSONS
0000,48,451,000,2,,31875,20570,18055,14990,4180,900,1260,565,2153,*,,Tom Green County,TX,,SPANISH/HISPANIC/LATINO
0000,48,453,000,1,,812280,619735,542755,108435,27865,3140,7165,513,1127,,,Travis County,TX,,TOTAL PERSONS
0000,48,453,000,2,,229105,154890,102340,72090,19195,2950,4705,354,1537,+,#,Travis County,TX,,SPANISH/HISPANIC/LATINO
0000,48,455,000,1,,13780,10625,10415,340,115,4,145,110,348,,,Trinity County,TX,,TOTAL PERSONS
0000,48,455,000,2,,,,,,,,,,,+,,Trinity County,TX,,SPANISH/HISPANIC/LATINO
0000,48,457,000,1,,20870,16050,15900,720,345,4,260,217,116,,,Tyler County,TX,,TOTAL PERSONS
0000,48,457,000,2,,760,605,485,385,250,0,4,157,000,+,,Tyler County,TX,,SPANISH/HISPANIC/LATINO
0000,48,459,000,1,,35290,25780,25405,805,270,20,335,106,741,,,Upshur County,TX,,TOTAL PERSONS
0000,48,459,000,2,,1335,795,520,300,115,20,50,045,1739,+,,Upshur County,TX,,SPANISH/HISPANIC/LATINO
0000,48,461,000,1,,3405,2415,2195,705,275,100,120,1253,3636,,,Upton County,TX,,TOTAL PERSONS
0000,48,461,000,2,,1445,925,720,655,260,95,105,1185,3654,*,,Upton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,463,000,1,,25925,17795,16235,9385,3385,955,1255,2085,2821,,,Uvalde County,TX,,TOTAL PERSONS
0000,48,463,000,2,,17140,10875,9420,8790,3245,955,1210,1999,2943,*,,Uvalde County,TX,,SPANISH/HISPANIC/LATINO
0000,48,465,000,1,,44855,30480,24880,15975,6005,1400,1930,2414,2331,,,Val Verde County,TX,,TOTAL PERSONS
0000,48,465,000,2,,33980,22020,16615,15055,5740,1390,1905,2307,2422,*,,Val Verde County,TX,,SPANISH/HISPANIC/LATINO
0000,48,467,000,1,,48140,35850,34890,1570,575,105,590,165,1826,,,Van Zandt County,TX,,TOTAL PERSONS
0000,48,467,000,2,,3240,2020,1150,775,365,90,125,105,2466,+,,Van Zandt County,TX,,SPANISH/HISPANIC/LATINO
0000,48,469,000,1,,84090,59575,57735,16330,4480,995,1800,776,2221,,,Victoria County,TX,,TOTAL PERSONS
0000,48,469,000,2,,32975,21050,19665,14290,3915,980,1525,678,2503,*,,Victoria County,TX,,SPANISH/HISPANIC/LATINO
0000,48,471,000,1,,61760,50820,49155,5670,1910,205,1070,389,1073,,,Walker County,TX,,TOTAL PERSONS
0000,48,471,000,2,,8660,6845,5510,4265,1505,195,395,306,1296,+,,Walker County,TX,,SPANISH/HISPANIC/LATINO
0000,48,473,000,1,,32665,24310,22385,2560,875,170,525,391,1943,,,Waller County,TX,,TOTAL PERSONS
0000,48,473,000,2,,6345,3945,2175,1665,585,160,235,261,2735,+,,Waller County,TX,,SPANISH/HISPANIC/LATINO
0000,48,475,000,1,,10910,7585,7240,2510,805,195,365,1112,2422,,,Ward County,TX,,TOTAL PERSONS
0000,48,475,000,2,,4625,2970,2635,2315,785,195,270,1084,2484,*,,Ward County,TX,,SPANISH/HISPANIC/LATINO
0000,48,477,000,1,,30375,22860,22020,2200,745,100,700,338,1342,,,Washington County,TX,,TOTAL PERSONS
0000,48,477,000,2,,2725,1710,1100,820,315,65,100,143,2063,+,,Washington County,TX,,SPANISH/HISPANIC/LATINO
0000,48,479,000,1,,193115,123140,91595,83970,33975,5050,7005,3709,1486,,,Webb County,TX,,TOTAL PERSONS
0000,48,479,000,2,,182295,115460,84535,80610,33000,4920,6750,3603,1491,*,#,Webb County,TX,,SPANISH/HISPANIC/LATINO
0000,48,481,000,1,,41190,29370,27775,6670,1835,450,1045,661,2452,,,Wharton County,TX,,TOTAL PERSONS
0000,48,481,000,2,,12860,8080,6595,5140,1450,430,715,522,2966,*,,Wharton County,TX,,SPANISH/HISPANIC/LATINO
0000,48,483,000,1,,5285,3970,3815,240,70,30,65,183,4286,,,Wheeler County,TX,,TOTAL PERSONS
0000,48,483,000,2,,655,380,240,185,65,30,40,170,4615,+,,Wheeler County,TX,,SPANISH/HISPANIC/LATINO
0000,48,485,000,1,,131665,98775,95525,9695,2765,360,1360,289,1302,,,Wichita County,TX,,TOTAL PERSONS
0000,48,485,000,2,,15975,10450,8905,5970,1640,320,725,172,1951,+,,Wichita County,TX,,SPANISH/HISPANIC/LATINO
0000,48,487,000,1,,14675,10565,10230,1450,420,75,270,411,1786,,,Wilbarger County,TX,,TOTAL PERSONS
0000,48,487,000,2,,3005,1725,1460,1125,330,75,110,323,2273,+,,Wilbarger County,TX,,SPANISH/HISPANIC/LATINO
0000,48,489,000,1,,20080,13735,12515,9830,3970,1270,1680,3172,3199,,,Willacy County,TX,,TOTAL PERSONS
0000,48,489,000,2,,17295,11380,10180,9480,3875,1250,1640,3096,3226,*,,Willacy County,TX,,SPANISH/HISPANIC/LATINO
0000,48,491,000,1,,249965,175385,166045,23415,5655,595,1395,341,1052,,,Williamson County,TX,,TOTAL PERSONS
0000,48,491,000,2,,43010,26790,21010,14710,3635,530,845,219,1458,+,,Williamson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,493,000,1,,32410,22935,22485,6980,1970,430,830,876,2183,,,Wilson County,TX,,TOTAL PERSONS
0000,48,493,000,2,,11825,7760,7360,5795,1675,380,625,745,2269,*,,Wilson County,TX,,SPANISH/HISPANIC/LATINO
0000,48,495,000,1,,7175,5030,4370,1305,495,170,235,1133,3434,,,Winkler County,TX,,TOTAL PERSONS
0000,48,495,000,2,,3160,1965,1310,1210,460,170,215,1053,3696,*,,Winkler County,TX,,SPANISH/HISPANIC/LATINO
0000,48,497,000,1,,48795,35015,33685,2290,660,110,450,196,1667,,,Wise County,TX,,TOTAL PERSONS
0000,48,497,000,2,,5250,3110,1895,1470,425,110,180,126,2588,+,,Wise County,TX,,SPANISH/HISPANIC/LATINO
0000,48,499,000,1,,36750,28700,28125,1015,430,75,390,153,1744,,,Wood County,TX,,TOTAL PERSONS
0000,48,499,000,2,,1975,1170,755,535,280,75,145,100,2679,+,,Wood County,TX,,SPANISH/HISPANIC/LATINO
0000,48,501,000,1,,7320,4960,4295,1235,420,110,200,978,2619,,,Yoakum County,TX,,TOTAL PERSONS
0000,48,501,000,2,,3360,1975,1330,1145,390,100,155,908,2564,*,,Yoakum County,TX,,SPANISH/HISPANIC/LATINO
0000,48,503,000,1,,17945,13475,13055,870,225,50,190,172,2222,,,Young County,TX,,TOTAL PERSONS
0000,48,503,000,2,,1885,1170,795,595,180,50,85,138,2778,+,,Young County,TX,,SPANISH/HISPANIC/LATINO
0000,48,505,000,1,,12180,8165,6635,4865,1970,465,620,2969,2360,,,Zapata County,TX,,TOTAL PERSONS
0000,48,505,000,2,,10345,6525,5020,4735,1940,465,590,2924,2397,*,,Zapata County,TX,,SPANISH/HISPANIC/LATINO
0000,48,507,000,1,,11600,7675,6990,5950,2905,875,1200,4156,3012,,,Zavala County,TX,,TOTAL PERSONS
0000,48,507,000,2,,10600,6880,6195,5845,2860,870,1185,4092,3042,*,,Zavala County,TX,,SPANISH/HISPANIC/LATINO
0000,49,037,000,1,,14415,8750,8680,4280,1770,460,630,2039,2599,,,San Juan County,UT,,TOTAL PERSONS
0000,49,037,000,4,021,7670,4285,4285,3765,1660,425,580,1912,2560,*,,San Juan County,UT,,NAVAJO
